country,year,risk_score,source,lower,upper
GAB,2039,0.5715155518640249,forecast,0.5084552282227637,0.6362725668112547
GAB,2040,0.5717532441156397,forecast,0.5084670699217682,0.6372958017674412
GBR,1995,0.3135846,actual,,
GBR,1996,0.3125688,actual,,
GBR,1997,0.3103366,actual,,
GBR,1998,0.30845120000000004,actual,,
GBR,1999,0.305523,actual,,
GBR,2000,0.30427000000000004,actual,,
GBR,2001,0.30421739999999997,actual,,
GBR,2002,0.3023874,actual,,
GBR,2003,0.30146400000000007,actual,,
GBR,2004,0.30372180000000004,actual,,
GBR,2005,0.30583720000000003,actual,,
GBR,2006,0.298302,actual,,
GBR,2007,0.29831719999999995,actual,,
GBR,2008,0.300793,actual,,
GBR,2009,0.30306340000000004,actual,,
GBR,2010,0.296972,actual,,
GBR,2011,0.29790380000000005,actual,,
GBR,2012,0.29726959999999997,actual,,
GBR,2013,0.294818,actual,,
GBR,2014,0.28433319999999995,actual,,
GBR,2015,0.2783576,actual,,
GBR,2016,0.2815842,actual,,
GBR,2017,0.28498999999999997,actual,,
GBR,2018,0.2871468,actual,,
GBR,2019,0.2884888,actual,,
GBR,2020,0.2916874,actual,,
GBR,2021,0.2933714,actual,,
GBR,2022,0.2931746,actual,,
GBR,2023,0.29878039999999995,actual,,
GBR,2024,0.2982517328787675,forecast,0.2908140205194591,0.30562135441183463
GBR,2025,0.2977230658489457,forecast,0.28798063313851224,0.30798070258942234
GBR,2026,0.29719439881912396,forecast,0.28445197072555933,0.30939387393697954
GBR,2027,0.29666573178930217,forecast,0.28259104251318107,0.3109139270455842
GBR,2028,0.29613706475948043,forecast,0.27981061372865906,0.3126026498275352
GBR,2029,0.2956083977296587,forecast,0.277315016065514,0.31345682226090593
GBR,2030,0.2950797306998369,forecast,0.27504064031145964,0.31443513665208267
GBR,2031,0.29455106367001516,forecast,0.27364094008107914,0.3164847522848075
GBR,2032,0.2940223966401934,forecast,0.271604838089808,0.3160527048007804
GBR,2033,0.2934937296103716,forecast,0.269217267499168,0.3167496508727845
GBR,2034,0.2929650625805499,forecast,0.26765403636742713,0.31701902585998487
GBR,2035,0.2924363955507281,forecast,0.26648945499635246,0.31769788128257087
GBR,2036,0.29190772852090635,forecast,0.264406961434257,0.3179922116462342
GBR,2037,0.2913790614910846,forecast,0.2626561431367563,0.31822146080887465
GBR,2038,0.2908503944612628,forecast,0.2625668476335594,0.3187669079882422
GBR,2039,0.2903217274314411,forecast,0.2604010291506566,0.3211648377756697
GBR,2040,0.2897930604016193,forecast,0.25994278354376144,0.32055108651488
GEO,1995,0.5524058000000001,actual,,
GEO,1996,0.551056,actual,,
GEO,1997,0.5438796,actual,,
GEO,1998,0.530168,actual,,
GEO,1999,0.5312012,actual,,
GEO,2000,0.532354,actual,,
GEO,2001,0.5316938,actual,,
GEO,2002,0.5362604,actual,,
GEO,2003,0.5159464,actual,,
GEO,2004,0.5073794,actual,,
GEO,2005,0.4985058,actual,,
GEO,2006,0.4990456,actual,,
GEO,2007,0.4864284,actual,,
GEO,2008,0.48648119999999995,actual,,
GEO,2009,0.4815488,actual,,
GEO,2010,0.4697614,actual,,
GEO,2011,0.46620340000000005,actual,,
GEO,2012,0.4518559999999999,actual,,
GEO,2013,0.44446399999999997,actual,,
GEO,2014,0.42479580000000006,actual,,
GEO,2015,0.43210020000000005,actual,,
GEO,2016,0.43341419999999997,actual,,
GEO,2017,0.413524,actual,,
GEO,2018,0.4103772,actual,,
GEO,2019,0.424666,actual,,
GEO,2020,0.4141486,actual,,
GEO,2021,0.4096494,actual,,
GEO,2022,0.4107394,actual,,
GEO,2023,0.40998999999999997,actual,,
GEO,2024,0.40257509021371946,forecast,0.38606184775550506,0.41893715711302765
GEO,2025,0.3973789431492639,forecast,0.3793006368587214,0.4170701226897887
GEO,2026,0.3921827960848083,forecast,0.3694755964137024,0.4134636398615128
GEO,2027,0.38698664902035274,forecast,0.36254496209954357,0.4126184857857524
GEO,2028,0.3817905019558972,forecast,0.3544077196664716,0.40935096121903586
GEO,2029,0.3765943548914416,forecast,0.34735285826094503,0.40629049689794816
GEO,2030,0.371398207826986,forecast,0.3400605769480923,0.4034867542575626
GEO,2031,0.3662020607625305,forecast,0.3331598651486582,0.40058534870630486
GEO,2032,0.3610059136980749,forecast,0.3267127478343524,0.39591460452567584
GEO,2033,0.3558097666336193,forecast,0.3179207402444314,0.3915934115931801
GEO,2034,0.35061361956916376,forecast,0.31153960140257325,0.3883141596898739
GEO,2035,0.34541747250470817,forecast,0.3045919564972516,0.3853312254596213
GEO,2036,0.34022132544025263,forecast,0.29815173325208744,0.3805444141120464
GEO,2037,0.33502517837579704,forecast,0.2908790565892587,0.37781959315234454
GEO,2038,0.32982903131134145,forecast,0.2871950945797658,0.37310912045371153
GEO,2039,0.32463288424688586,forecast,0.2788327854609886,0.3723273499320188
GEO,2040,0.3194367371824303,forecast,0.2743016271668042,0.3661784142016088
GHA,1995,0.5843706,actual,,
GHA,1996,0.5855978,actual,,
GHA,1997,0.5855604000000001,actual,,
GHA,1998,0.5885296,actual,,
GHA,1999,0.5864001999999999,actual,,
GHA,2000,0.5833470000000001,actual,,
GHA,2001,0.5921596,actual,,
GHA,2002,0.6019692,actual,,
GHA,2003,0.5943198000000001,actual,,
GHA,2004,0.5953154,actual,,
GHA,2005,0.5974268,actual,,
GHA,2006,0.5858677999999999,actual,,
GHA,2007,0.5803424,actual,,
GHA,2008,0.5778112,actual,,
GHA,2009,0.5744102,actual,,
GHA,2010,0.5720218,actual,,
GHA,2011,0.5643047999999999,actual,,
GHA,2012,0.5663482,actual,,
GHA,2013,0.5624378000000001,actual,,
GHA,2014,0.5631134,actual,,
GHA,2015,0.5668804,actual,,
GHA,2016,0.5582904,actual,,
GHA,2017,0.5607752,actual,,
GHA,2018,0.5526382000000001,actual,,
GHA,2019,0.5442678000000001,actual,,
GHA,2020,0.5438426000000001,actual,,
GHA,2021,0.542167,actual,,
GHA,2022,0.540644,actual,,
GHA,2023,0.5401722,actual,,
GHA,2024,0.5385357377190434,forecast,0.5281605476868958,0.5488159448817856
GHA,2025,0.5369506284754864,forecast,0.523857726064697,0.5508839406243643
GHA,2026,0.5353655192319292,forecast,0.5180311060338196,0.5517598625210324
GHA,2027,0.5337804099883722,forecast,0.5149231190129998,0.5530714396835346
GHA,2028,0.5321953007448151,forecast,0.5100702946798162,0.5544799389818553
GHA,2029,0.5306101915012581,forecast,0.5061433216064022,0.5547880600156159
GHA,2030,0.5290250822577011,forecast,0.5020841057832681,0.5548932641983096
GHA,2031,0.5274399730141439,forecast,0.49931221305657386,0.5566711561778439
GHA,2032,0.5258548637705869,forecast,0.4959061389201828,0.555498224522503
