Country,Year,Vulnerability,Readiness,Exposure,CompositeRisk
DOM,2028,0.6782645666388174,0.6782645666388175,,0.5356529133277634
DOM,2029,0.67873767554268,0.67873767554268,,0.535747535108536
DOM,2030,0.6799036146487839,0.6799036146487839,,0.5359807229297567
DZA,1995,0.40729575,0.30249333333333334,0.326538,0.5233801166666667
DZA,1996,0.406181125,0.303544,0.326538,0.522291075
DZA,1997,0.404734625,0.29027766666666666,0.326538,0.5267297083333333
DZA,1998,0.4012705,0.277321,0.326538,0.5298339000000001
DZA,1999,0.39824125,0.274951,0.326538,0.5289643500000001
DZA,2000,0.39654137500000003,0.2727346666666667,0.326538,0.5288309583333333
DZA,2001,0.398607875,0.27571866666666667,0.326538,0.5288772583333333
DZA,2002,0.401432375,0.27901333333333334,0.326538,0.5292540916666667
DZA,2003,0.397396625,0.296277,0.326538,0.519927175
DZA,2004,0.394230375,0.2998,0.326538,0.516618225
DZA,2005,0.39098125,0.30853400000000003,0.326538,0.5111751499999999
DZA,2006,0.38806275,0.275339,0.326538,0.52270205
DZA,2007,0.388063875,0.27483466666666667,0.326538,0.5229044583333333
DZA,2008,0.38791775,0.275747,0.326538,0.52245185
DZA,2009,0.384734,0.27745966666666666,0.326538,0.5198565333333334
DZA,2010,0.383270375,0.273052,0.326538,0.520741425
DZA,2011,0.386179375,0.2687756666666667,0.326538,0.5241973583333333
DZA,2012,0.384867125,0.272758,0.326538,0.521817075
DZA,2013,0.383025375,0.28165166666666663,0.326538,0.5171545583333333
DZA,2014,0.38174637499999997,0.27526,0.326538,0.518943825
DZA,2015,0.38219975,0.278484,0.326538,0.51792625
DZA,2016,0.382265125,0.285502,0.326538,0.515158275
DZA,2017,0.3844175,0.3104786666666666,0.326538,0.5064590333333334
DZA,2018,0.385745625,0.30623633333333333,0.326538,0.5089528416666667
DZA,2019,0.38833125,0.3112163333333333,0.326538,0.5085122166666667
DZA,2020,0.362453,0.309095,0.326538,0.4938338
DZA,2021,0.37526575,0.31478133333333336,0.326538,0.49924691666666665
DZA,2022,0.3724635,0.3151986666666667,0.326538,0.49739863333333334
DZA,2023,0.372454125,0.32114,0.326538,0.495016475
DZA,2024,0.6749182784877817,0.6749182784877817,,0.5349836556975563
DZA,2025,0.6753111707189013,0.6753111707189013,,0.5350622341437803
DZA,2026,0.6766027789990383,0.6766027789990382,,0.5353205557998078
DZA,2027,0.6770391082811629,0.6770391082811629,,0.5354078216562326
DZA,2028,0.6782645666388174,0.6782645666388175,,0.5356529133277634
DZA,2029,0.67873767554268,0.67873767554268,,0.535747535108536
DZA,2030,0.6799036146487839,0.6799036146487839,,0.5359807229297567
ECU,1995,0.475945375,0.2530966666666667,0.531642,0.5843285583333333
ECU,1996,0.48038775,0.25367366666666663,0.531642,0.5867631833333333
ECU,1997,0.479894625,0.25025633333333336,0.531642,0.5878342416666666
ECU,1998,0.48484249999999995,0.24773733333333334,0.531642,0.5918105666666666
ECU,1999,0.48624737500000004,0.2407176666666667,0.531642,0.5954613583333334
ECU,2000,0.4853375,0.24390900000000001,0.531642,0.5936389
ECU,2001,0.48366925,0.242675,0.531642,0.5931315500000001
ECU,2002,0.48553825,0.24200366666666664,0.531642,0.5945214833333333
ECU,2003,0.478122625,0.2541526666666667,0.531642,0.5852125083333333
ECU,2004,0.4746745,0.25749933333333336,0.531642,0.5818049666666667
ECU,2005,0.47051625,0.25419366666666665,0.531642,0.5806322833333334
ECU,2006,0.471629125,0.2584366666666667,0.531642,0.5796028083333333
ECU,2007,0.46905825,0.2646446666666667,0.531642,0.5755770833333334
ECU,2008,0.46692475,0.2752056666666667,0.531642,0.5700725833333333
ECU,2009,0.46935,0.27415066666666665,0.531642,0.5719497333333333
ECU,2010,0.465233,0.26695233333333335,0.531642,0.5723588666666667
ECU,2011,0.4626045,0.2756366666666667,0.531642,0.5673080333333334
ECU,2012,0.463563375,0.28659633333333334,0.531642,0.5634994916666667
ECU,2013,0.465711375,0.28467166666666666,0.531642,0.5655581583333333
ECU,2014,0.45855075,0.276672,0.531642,0.5644616499999999
ECU,2015,0.460674,0.28270466666666666,0.531642,0.5633225333333334
ECU,2016,0.458046,0.293315,0.531642,0.5575016
ECU,2017,0.44415925,0.29617033333333337,0.531642,0.5480274166666665
ECU,2018,0.44093662499999997,0.296315,0.531642,0.5460359749999999
ECU,2019,0.4388065,0.304504,0.531642,0.5414823
ECU,2020,0.453723875,0.31192899999999996,0.531642,0.547462725
ECU,2021,0.45283625,0.30545866666666666,0.531642,0.5495182833333333
ECU,2022,0.452212125,0.30382899999999996,0.531642,0.549795675
ECU,2023,0.452541375,0.30332966666666666,0.531642,0.5501929583333334
ECU,2024,0.6749182784877817,0.6749182784877817,,0.5349836556975563
ECU,2025,0.6753111707189013,0.6753111707189013,,0.5350622341437803
ECU,2026,0.6766027789990383,0.6766027789990382,,0.5353205557998078
ECU,2027,0.6770391082811629,0.6770391082811629,,0.5354078216562326
ECU,2028,0.6782645666388174,0.6782645666388175,,0.5356529133277634
ECU,2029,0.67873767554268,0.67873767554268,,0.535747535108536
ECU,2030,0.6799036146487839,0.6799036146487839,,0.5359807229297567
EGY,1995,0.45861075,0.30251999999999996,0.360242,0.5541584500000001
EGY,1996,0.46010924999999997,0.303087,0.360242,0.55483075
EGY,1997,0.46042262500000003,0.302077,0.360242,0.555422775
EGY,1998,0.456064375,0.30107766666666663,0.360242,0.5532075583333333
EGY,1999,0.456280875,0.30008266666666666,0.360242,0.5537354583333334
EGY,2000,0.45554775,0.2987876666666667,0.360242,0.5538135833333333
EGY,2001,0.45479437500000003,0.30058233333333334,0.360242,0.5526436916666666
EGY,2002,0.454659125,0.30469133333333337,0.360242,0.5509189416666667
EGY,2003,0.453243625,0.29606466666666664,0.360242,0.5535203083333333
EGY,2004,0.45158925,0.293989,0.360242,0.55335795
EGY,2005,0.44798150000000003,0.28353866666666666,0.360242,0.5553734333333333
EGY,2006,0.4405855,0.23596166666666665,0.360242,0.5699666333333333
EGY,2007,0.44258975,0.2432,0.360242,0.56827385
EGY,2008,0.440025125,0.264195,0.360242,0.5583370750000001
EGY,2009,0.439177125,0.293996,0.360242,0.545907875
EGY,2010,0.43538575,0.29425666666666667,0.360242,0.5435287833333333
EGY,2011,0.43268975,0.29470766666666665,0.360242,0.5417307833333334
