country,indicator,model,mae,shared_order
CIV,Capacity,ets,0.0038516973226481177,
CIV,Economic,arima_shared_order,0.1020376762872354,"(2, 0, 0)"
CIV,Ecosystems,arima,0.0026685881756494333,
CIV,Exposure,arima,0.0,
CIV,Food,arima_shared_order,0.004703638043686942,"(2, 0, 0)"
CIV,Governance,ets,0.022032280082919863,
CIV,Habitat,ets,0.003952799875974767,
CIV,Health,ets,0.01341824251077588,
CIV,Infrastructure,ets,0.0060566830589713905,
CIV,Sensitivity,arima,0.006852966174334285,
CIV,Social,arima_shared_order,0.01853040580273273,"(2, 0, 0)"
CIV,Water,arima,0.003218124154567392,
CMR,Capacity,ets,0.008867027820126272,
CMR,Economic,arima,0.008948920770778357,
CMR,Ecosystems,ets,0.0021027820798744656,
CMR,Exposure,arima,0.0,
CMR,Food,ets,0.015981091710676344,
CMR,Governance,ets,0.009918011023052365,
CMR,Habitat,arima_shared_order,0.006850429226507826,"(2, 0, 0)"
CMR,Health,arima,0.010885885709960342,
CMR,Infrastructure,ets,0.0007928199439201755,
CMR,Sensitivity,ets,0.004895613563427081,
CMR,Social,arima_shared_order,0.009765751065195106,"(2, 0, 0)"
CMR,Water,ets,8.100685359138104e-05,
COD,Capacity,ets,0.009516359782199956,
COD,Economic,arima_shared_order,0.046135335742954295,"(2, 0, 0)"
COD,Ecosystems,ets,0.000685611246195239,
COD,Exposure,arima,0.0,
COD,Food,ets,0.009312400024661072,
COD,Governance,ets,0.003612537220489509,
COD,Habitat,arima,0.0018704078184567762,
COD,Health,ets,0.004602155249294926,
COD,Infrastructure,ets,0.001548911680774656,
COD,Sensitivity,ets,0.004224456223104156,
COD,Social,ets,0.001768375123844712,
COD,Water,ets,7.94370230661423e-05,
COG,Capacity,ets,0.01548311970552103,
COG,Economic,arima_shared_order,0.016356499060597017,"(2, 0, 0)"
COG,Ecosystems,ets,0.0031663846014028606,
COG,Exposure,arima,0.0,
COG,Food,arima_shared_order,0.008100675702462668,"(2, 0, 0)"
COG,Governance,ets,0.012031206251094596,
COG,Habitat,arima_shared_order,0.014759675939513928,"(2, 0, 0)"
COG,Health,arima,0.08594650810948848,
COG,Infrastructure,ets,0.000875389871316673,
COG,Sensitivity,ets,0.02332232651565702,
COG,Social,ets,0.00889699996248008,
COG,Water,ets,0.0001432814556062034,
COL,Capacity,ets,0.005797648426131685,
COL,Economic,ets,0.017452370937485306,
COL,Ecosystems,arima_shared_order,0.001292392861637226,"(2, 0, 0)"
COL,Exposure,arima,0.0,
COL,Food,arima_shared_order,0.0031285110956765006,"(2, 0, 0)"
COL,Governance,arima_shared_order,0.011151198199242419,"(2, 0, 0)"
COL,Habitat,arima,0.004929026255844659,
COL,Health,ets,0.0007431189479830125,
COL,Infrastructure,ets,0.00772185519082842,
COL,Sensitivity,ets,0.0016249171352208547,
COL,Social,ets,0.006404454556304717,
COL,Water,ets,0.00034397763809681516,
COM,Capacity,ets,0.011866829167238756,
COM,Economic,arima,0.007660473959753955,
COM,Ecosystems,ets,0.003283482930548609,
COM,Exposure,arima,0.0,
COM,Food,ets,0.012793475519117692,
COM,Governance,arima_shared_order,0.020232664836139613,"(2, 0, 0)"
COM,Habitat,ets,0.007446228869113503,
COM,Health,arima,0.023616000263747838,
COM,Infrastructure,ets,0.011631445051068523,
COM,Sensitivity,arima_shared_order,0.013278106749294572,"(2, 0, 0)"
COM,Social,arima_shared_order,0.0011932783136308967,"(2, 0, 0)"
COM,Water,ets,0.0005226679873012397,
CPV,Capacity,ets,0.0036869584781135554,
CPV,Economic,arima_shared_order,0.052458063936003094,"(2, 0, 0)"
CPV,Ecosystems,ets,0.010434532763267423,
CPV,Exposure,ets,0.0,
CPV,Food,ets,0.007260324900215442,
CPV,Governance,ets,0.014294128273190921,
CPV,Habitat,arima_shared_order,0.0014320845859225218,"(2, 0, 0)"
CPV,Health,arima,0.03184869400678001,
CPV,Infrastructure,arima_shared_order,0.007940605278162604,"(2, 0, 0)"
CPV,Sensitivity,arima_shared_order,0.008823795068858631,"(2, 0, 0)"
CPV,Social,arima_shared_order,0.0060130310742921855,"(2, 0, 0)"
CPV,Water,ets,2.799999895874983e-06,
CRI,Capacity,ets,0.008367590815013714,
CRI,Economic,ets,0.05849095739600425,
CRI,Ecosystems,arima_shared_order,0.002186979710847803,"(2, 0, 0)"
CRI,Exposure,arima,0.0,
CRI,Food,ets,0.0017808170112716625,
CRI,Governance,ets,0.025783325393463542,
CRI,Habitat,arima_shared_order,0.004333312205972195,"(2, 0, 0)"
CRI,Health,ets,0.009622744050697485,
CRI,Infrastructure,ets,0.014707665862288388,
CRI,Sensitivity,arima_shared_order,0.0016696527977586918,"(2, 0, 0)"
CRI,Social,ets,0.002629893148336082,
CRI,Water,arima_shared_order,0.0005039837225262245,"(2, 0, 0)"
CUB,Capacity,arima_shared_order,0.0066367674872775725,"(2, 0, 0)"
CUB,Economic,arima,0.00678190276258257,
CUB,Ecosystems,arima,0.0024998268462567363,
CUB,Exposure,arima,0.0,
CUB,Food,arima_shared_order,0.0031126899348249857,"(2, 0, 0)"
CUB,Governance,ets,0.01683381616277968,
CUB,Habitat,arima,0.005305722020812542,
CUB,Health,arima_shared_order,0.0008047202118622754,"(2, 0, 0)"
CUB,Infrastructure,arima,0.004496122176288875,
CUB,Sensitivity,ets,0.00278680300459242,
CUB,Social,arima,0.016576040739764597,
CUB,Water,ets,0.004418211919164872,
CYP,Capacity,ets,0.0034021777955645094,
CYP,Economic,ets,0.01568910420492874,
CYP,Ecosystems,ets,0.0023638635673423948,
CYP,Exposure,ets,5.551115123125783e-17,
CYP,Food,arima_shared_order,0.00510777336522753,"(2, 0, 0)"
CYP,Governance,ets,0.04762505498011316,
CYP,Habitat,arima,0.006513190236537125,
CYP,Health,ets,0.0058041127794256405,
CYP,Infrastructure,ets,0.000149144551339897,
CYP,Sensitivity,arima,0.006990036302405722,
CYP,Social,ets,0.035099048029447834,
CYP,Water,ets,0.0017046172772888003,
CZE,Capacity,ets,0.009929712845929872,
CZE,Economic,ets,0.023926099782457466,
CZE,Ecosystems,ets,0.001215390600452837,
CZE,Exposure,ets,6.661338147750939e-17,
CZE,Food,ets,0.001955026889204109,
CZE,Governance,arima_shared_order,0.02589125758570493,"(2, 0, 0)"
CZE,Habitat,ets,0.001512980807967379,
CZE,Health,ets,0.003241491518895828,
CZE,Infrastructure,ets,0.008490183300518267,
CZE,Sensitivity,ets,0.005001075968781449,
CZE,Social,arima,0.012573585141269527,
CZE,Water,arima,0.0007850525121543883,
DEU,Capacity,ets,0.002059383905089063,
DEU,Economic,arima_shared_order,0.02008344393392154,"(2, 0, 0)"
DEU,Ecosystems,ets,0.0010467769885882273,
DEU,Exposure,arima,0.0,
DEU,Food,ets,0.0028106981918251507,
DEU,Governance,arima,0.008490827257988165,
DEU,Habitat,arima,0.001825951094999978,
DEU,Health,ets,0.0005947104215857201,
DEU,Infrastructure,arima_shared_order,0.003371418959858807,"(2, 0, 0)"
DEU,Sensitivity,arima_shared_order,0.0011539274818180955,"(2, 0, 0)"
DEU,Social,ets,0.002716003193373062,
DEU,Water,ets,0.0016435454746615453,
DJI,Capacity,arima,0.035005871482742056,
DJI,Economic,arima_shared_order,0.045337477051542875,"(2, 0, 0)"
DJI,Ecosystems,arima,0.011502084732760908,
DJI,Exposure,arima,0.0,
DJI,Food,arima,0.009449993152787805,
DJI,Governance,arima_shared_order,0.025227563610209967,"(2, 0, 0)"
DJI,Habitat,ets,0.02779670188383614,
DJI,Health,arima_shared_order,0.038872821853279026,"(2, 0, 0)"
DJI,Infrastructure,ets,0.003938432443482587,
DJI,Sensitivity,arima_shared_order,0.03170956294673535,"(2, 0, 0)"
DJI,Social,arima_shared_order,0.008345997610399291,"(2, 0, 0)"
DJI,Water,ets,5.3113667959625574e-08,
DMA,Capacity,ets,0.0018646597156743994,
DMA,Economic,arima,0.01355965831816921,
DMA,Ecosystems,ets,0.0043834010943879734,
DMA,Exposure,arima,0.0,
DMA,Food,arima,0.007990931860235828,
DMA,Governance,ets,0.010960324255467335,
DMA,Habitat,arima_shared_order,0.004225477304014546,"(2, 0, 0)"
DMA,Health,ets,0.0045432516651571445,
DMA,Infrastructure,ets,0.003938432443482587,
DMA,Sensitivity,ets,0.0037331964181265944,
DMA,Social,ets,0.002884900656583267,
DMA,Water,ets,0.0005226679873012397,
DNK,Capacity,arima_shared_order,0.0034462732832790223,"(2, 0, 0)"
