,Country,Indicator,Order,AIC,BIC
1311,KWT,Readiness,"(2, 0, 0)",-168.29263479295076,-162.82345147300487
1312,KWT,Sensitivity,"(2, 0, 0)",-240.94307185183126,-235.47388853188536
1313,KWT,Social,"(1, 1, 0)",-205.11654119059358,-202.45213217024317
1314,KWT,Vulnerability,"(2, 0, 0)",-262.4590945447218,-256.9899112247759
1315,KWT,Water,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1316,LAO,Capacity,"(3, 0, 2)",-210.48583488849977,-200.91476407859446
1317,LAO,Economic,"(2, 0, 2)",-152.2917426817603,-144.08796770184145
1318,LAO,Ecosystems,"(0, 0, 2)",-308.8143119097862,-303.34512858984033
1319,LAO,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1320,LAO,Food,"(2, 0, 2)",-191.68421936595726,-183.4804443860384
1321,LAO,Governance,"(1, 0, 2)",-149.79966800806034,-142.96318885812798
1322,LAO,Habitat,"(1, 0, 1)",-225.74935111924944,-220.28016779930354
1323,LAO,Health,"(1, 0, 0)",-121.43258050140467,-117.33069301144525
1324,LAO,Infrastructure,"(2, 1, 0)",-161.24799008395604,-157.25137655343042
1325,LAO,Readiness,"(1, 0, 2)",-196.21388306857094,-189.37740391863858
1326,LAO,Sensitivity,"(2, 0, 3)",-163.61877345940326,-154.04770264949795
1327,LAO,Social,"(1, 1, 2)",-242.46965555120354,-237.14083751050273
1328,LAO,Vulnerability,"(2, 0, 2)",-209.68104191570058,-201.47726693578173
1329,LAO,Water,"(1, 0, 0)",-230.7894441261777,-226.6875566362183
1330,LBN,Capacity,"(1, 0, 1)",-179.88903604820362,-174.41985272825772
1331,LBN,Economic,"(1, 0, 1)",-191.61392859807262,-186.14474527812672
1332,LBN,Ecosystems,"(1, 0, 0)",-269.8649473367434,-265.76305984678396
1333,LBN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1334,LBN,Food,"(1, 0, 0)",-179.27908038344037,-175.17719289348096
1335,LBN,Governance,"(0, 1, 0)",-121.13029870584077,-119.79809419566557
1336,LBN,Habitat,"(1, 0, 1)",-213.37368953142177,-207.90450621147588
1337,LBN,Health,"(1, 1, 0)",-164.4301155776537,-161.7657065573033
1338,LBN,Infrastructure,"(1, 0, 1)",-160.8980448098085,-155.4288614898626
1339,LBN,Readiness,"(2, 0, 2)",-186.6259240606684,-178.42214908074956
1340,LBN,Sensitivity,"(1, 0, 1)",-190.9726752635262,-185.50349194358031
1341,LBN,Social,"(1, 1, 1)",-199.0451266888968,-195.04851315837118
1342,LBN,Vulnerability,"(1, 0, 1)",-225.928345409663,-220.4591620897171
1343,LBN,Water,"(2, 0, 0)",-295.05519919277225,-289.58601587282635
1344,LBR,Capacity,"(2, 0, 2)",-231.99681830465528,-223.79304332473643
1345,LBR,Economic,"(1, 0, 0)",-45.336249063260716,-41.23436157330129
1346,LBR,Ecosystems,"(1, 0, 0)",-291.0562078078136,-286.9543203178542
1347,LBR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1348,LBR,Food,"(1, 0, 0)",-198.29161222870303,-194.18972473874362
1349,LBR,Governance,"(0, 1, 0)",-104.91504294038745,-103.58283843021225
1350,LBR,Habitat,"(2, 0, 1)",-243.0948340876211,-236.25835493768875
1351,LBR,Health,"(1, 1, 2)",-129.9995493089956,-124.67073126829479
1352,LBR,Infrastructure,"(2, 1, 3)",-211.10482415956113,-203.11159709850992
1353,LBR,Readiness,"(0, 0, 1)",-113.09448707996594,-108.99259959000652
1354,LBR,Sensitivity,"(2, 0, 2)",-179.91072710521772,-171.70695212529887
1355,LBR,Social,"(1, 0, 0)",-221.9408467813961,-217.83895929143668
1356,LBR,Vulnerability,"(3, 0, 0)",-230.1326473750989,-223.29616822516655
1357,LBR,Water,"(2, 0, 2)",-457.16621389096866,-448.96243891104984
1358,LBY,Capacity,"(1, 0, 2)",-246.42259429040485,-239.5861151404725
1359,LBY,Economic,"(1, 0, 0)",-63.42035582338238,-59.318468333422956
1360,LBY,Ecosystems,"(2, 0, 0)",-297.4733277045683,-292.0041443846224
1361,LBY,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1362,LBY,Food,"(2, 0, 0)",-210.77025940819487,-205.30107608824898
1363,LBY,Governance,"(1, 1, 3)",-152.7139792412283,-146.05295669035226
1364,LBY,Habitat,"(0, 0, 2)",-238.07177916940918,-232.60259584946328
1365,LBY,Health,"(1, 0, 0)",-243.21717056334506,-239.11528307338565
1366,LBY,Infrastructure,"(3, 0, 0)",-241.0907091205444,-234.25422997061204
1367,LBY,Readiness,"(1, 0, 0)",-124.77477143290338,-120.67288394294395
1368,LBY,Sensitivity,"(2, 0, 0)",-246.84340578910337,-241.37422246915747
1369,LBY,Social,"(1, 1, 0)",-214.85489445782395,-212.19048543747354
1370,LBY,Vulnerability,"(1, 0, 2)",-291.19296202335545,-284.3564828734231
1371,LBY,Water,"(2, 0, 2)",-500.5152288263729,-492.31145384645407
1372,LCA,Capacity,"(2, 0, 1)",-278.16193572632363,-271.3254565763913
1373,LCA,Economic,"(1, 0, 0)",-133.78829615215022,-129.68640866219081
1374,LCA,Ecosystems,"(2, 0, 0)",-282.5742652707396,-277.1050819507937
1375,LCA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1376,LCA,Food,"(1, 0, 0)",-157.80708082052854,-153.70519333056913
1377,LCA,Governance,"(2, 0, 2)",-86.5601546194702,-78.35637963955135
1378,LCA,Habitat,"(2, 0, 0)",-321.92235035297216,-316.45316703302626
1379,LCA,Health,"(1, 0, 0)",-131.12190593211025,-127.02001844215083
1380,LCA,Infrastructure,"(3, 0, 3)",-258.8714506518,-247.9330840119082
1381,LCA,Readiness,"(2, 0, 2)",-139.11921119175705,-130.9154362118382
1382,LCA,Sensitivity,"(1, 0, 0)",-182.1552454100737,-178.05335792011428
1383,LCA,Social,"(1, 0, 0)",-194.59250304403372,-190.4906155540743
1384,LCA,Vulnerability,"(1, 0, 0)",-217.0655956841186,-212.96370819415918
1385,LCA,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
1386,LKA,Capacity,"(2, 0, 1)",-155.24506665964242,-148.40858750971006
1387,LKA,Economic,"(2, 0, 0)",-158.26427404087784,-152.79509072093194
1388,LKA,Ecosystems,"(3, 0, 0)",-281.1363622983291,-274.29988314839676
1389,LKA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1390,LKA,Food,"(2, 0, 2)",-158.64123766008805,-150.4374626801692
1391,LKA,Governance,"(1, 0, 0)",-142.2652511407349,-138.1633636507755
1392,LKA,Habitat,"(2, 0, 1)",-194.58373871655027,-187.7472595666179
1393,LKA,Health,"(0, 0, 3)",-151.5494488294116,-144.71296967947924
1394,LKA,Infrastructure,"(1, 1, 0)",-154.510758924976,-151.84634990462558
1395,LKA,Readiness,"(1, 0, 0)",-186.9007910731751,-182.7989035832157
1396,LKA,Sensitivity,"(0, 0, 3)",-196.98211290009434,-190.14563375016198
1397,LKA,Social,"(2, 0, 0)",-225.71373641394499,-220.2445530939991
1398,LKA,Vulnerability,"(2, 0, 0)",-217.70361939216963,-212.23443607222373
1399,LKA,Water,"(1, 0, 1)",-339.72595428622645,-334.25677096628056
1400,LSO,Capacity,"(1, 1, 1)",-200.0569226494407,-196.0603091189151
1401,LSO,Economic,"(2, 0, 1)",-144.43910597829301,-137.60262682836066
1402,LSO,Ecosystems,"(2, 0, 0)",-269.7728899995628,-264.3037066796169
1403,LSO,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1404,LSO,Food,"(1, 0, 0)",-184.09179164928463,-179.98990415932522
1405,LSO,Governance,"(1, 0, 1)",-136.64273491755517,-131.17355159760928
1406,LSO,Habitat,"(1, 0, 2)",-265.66713986003725,-258.8306607101049
1407,LSO,Health,"(3, 0, 0)",-156.45618557038728,-149.61970642045492
1408,LSO,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
1409,LSO,Readiness,"(3, 0, 3)",-186.04826860736327,-175.10990196747147
1410,LSO,Sensitivity,"(1, 0, 0)",-178.333932333549,-174.2320448435896
1411,LSO,Social,"(2, 0, 0)",-270.0177942967364,-264.5486109767905
1412,LSO,Vulnerability,"(1, 0, 0)",-226.57213682517133,-222.47024933521192
1413,LSO,Water,"(1, 0, 0)",-190.5580162615773,-186.4561287716179
1414,LTU,Capacity,"(1, 1, 0)",-205.94778023448282,-203.28337121413242
1415,LTU,Economic,"(0, 1, 1)",-123.79983398035368,-121.13542496000328
1416,LTU,Ecosystems,"(2, 0, 0)",-253.5389656508973,-248.0697823309514
1417,LTU,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1418,LTU,Food,"(1, 0, 1)",-251.51904739554294,-246.04986407559704
1419,LTU,Governance,"(1, 0, 0)",-135.4330237556354,-131.33113626567598
1420,LTU,Habitat,"(1, 0, 1)",-182.57035302599908,-177.10116970605318
1421,LTU,Health,"(2, 0, 0)",-247.83734100682173,-242.36815768687583
1422,LTU,Infrastructure,"(1, 0, 0)",-165.87276367199632,-161.77087618203691
1423,LTU,Readiness,"(1, 1, 0)",-173.51895455431873,-170.85454553396832
1424,LTU,Sensitivity,"(1, 0, 0)",-201.82025592711756,-197.71836843715815
1425,LTU,Social,"(2, 1, 0)",-183.8630340290256,-179.8664204985
1426,LTU,Vulnerability,"(1, 0, 1)",-255.05166469713868,-249.58248137719278
1427,LTU,Water,"(2, 0, 0)",-295.7404423099411,-290.2712589899952
1428,LUX,Capacity,"(1, 0, 0)",-220.2891299081478,-216.1872424181884
1429,LUX,Economic,"(1, 0, 0)",-87.38869352291479,-83.28680603295537
1430,LUX,Ecosystems,"(2, 0, 0)",-229.82792324796432,-224.35873992801842
1431,LUX,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1432,LUX,Food,"(1, 0, 0)",-197.12433062018738,-193.02244313022797
1433,LUX,Governance,"(0, 0, 2)",-133.0169187686445,-127.5477354486986
1434,LUX,Habitat,"(0, 0, 2)",-240.90981333571878,-235.44063001577288
1435,LUX,Health,"(1, 0, 2)",-251.71359920965892,-244.87712005972656
1436,LUX,Infrastructure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1437,LUX,Readiness,"(1, 1, 1)",-113.933037739283,-109.93642420875739
1438,LUX,Sensitivity,"(1, 0, 3)",-259.1376854105141,-250.93391043059526
1439,LUX,Social,"(1, 1, 1)",-74.26136883115134,-70.26475530062574
1440,LUX,Vulnerability,"(1, 0, 0)",-284.8445484292756,-280.7426609393162
1441,LUX,Water,"(1, 0, 0)",-386.29847895541667,-382.19659146545723
1442,LVA,Capacity,"(2, 0, 0)",-239.90630881867062,-234.43712549872473
1443,LVA,Economic,"(0, 1, 0)",-136.06859147718853,-134.73638696701332
1444,LVA,Ecosystems,"(2, 0, 1)",-241.86169120538943,-235.02521205545708
1445,LVA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1446,LVA,Food,"(0, 0, 1)",-238.4407876510439,-234.3389001610845
1447,LVA,Governance,"(0, 1, 0)",-123.00729214756537,-121.67508763739016
1448,LVA,Habitat,"(1, 0, 1)",-229.71888013289893,-224.24969681295303
1449,LVA,Health,"(2, 0, 2)",-267.29723149890884,-259.09345651899
1450,LVA,Infrastructure,"(2, 0, 0)",-160.0403582579668,-154.5711749380209
1451,LVA,Readiness,"(0, 1, 0)",-161.39276299157785,-160.06055848140264
1452,LVA,Sensitivity,"(2, 0, 0)",-209.68758161114883,-204.21839829120293
1453,LVA,Social,"(1, 0, 0)",-125.45033603808852,-121.3484485481291
1454,LVA,Vulnerability,"(2, 0, 0)",-244.9435506696339,-239.474367349688
1455,LVA,Water,"(3, 0, 0)",-349.7385930866643,-342.90211393673195
1456,MAR,Capacity,"(1, 1, 0)",-169.27381213399863,-166.60940311364823
1457,MAR,Economic,"(1, 1, 0)",-155.32491879391208,-152.66050977356167
1458,MAR,Ecosystems,"(2, 0, 0)",-282.2643068616082,-276.7951235416623
1459,MAR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1460,MAR,Food,"(1, 0, 2)",-208.09345293886142,-201.25697378892906
1461,MAR,Governance,"(1, 0, 0)",-132.2433222323643,-128.1414347424049
1462,MAR,Habitat,"(2, 0, 0)",-213.75143719435144,-208.28225387440554
1463,MAR,Health,"(2, 0, 0)",-226.4765234879876,-221.0073401680417
1464,MAR,Infrastructure,"(0, 1, 0)",-137.22366847907236,-135.89146396889714
1465,MAR,Readiness,"(1, 0, 0)",-177.82515351131104,-173.72326602135163
1466,MAR,Sensitivity,"(1, 0, 2)",-227.63294162526225,-220.7964624753299
1467,MAR,Social,"(1, 1, 2)",-219.45246703434034,-214.12364899363953
1468,MAR,Vulnerability,"(2, 0, 1)",-224.99187530033637,-218.15539615040402
1469,MAR,Water,"(2, 0, 0)",-259.20949078733946,-253.74030746739356
1470,MDA,Capacity,"(3, 0, 0)",-213.75360268637107,-206.9171235364387
1471,MDA,Economic,"(2, 0, 3)",-142.44902654406,-132.87795573415468
1472,MDA,Ecosystems,"(2, 0, 0)",-223.00342153225503,-217.53423821230913
1473,MDA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1474,MDA,Food,"(3, 0, 3)",-195.64091083772138,-184.70254419782958
1475,MDA,Governance,"(2, 0, 2)",-128.35821986546156,-120.15444488554272
1476,MDA,Habitat,"(2, 0, 0)",-253.7195503370229,-248.250367017077
1477,MDA,Health,"(1, 0, 0)",-155.50639665820893,-151.40450916824952
1478,MDA,Infrastructure,"(1, 0, 0)",-188.56930603824512,-184.4674185482857
1479,MDA,Readiness,"(2, 0, 0)",-156.38748619264445,-150.91830287269855
1480,MDA,Sensitivity,"(0, 1, 0)",-167.13424591273218,-165.80204140255697
1481,MDA,Social,"(2, 0, 0)",-128.29471894123924,-122.82553562129334
1482,MDA,Vulnerability,"(1, 0, 0)",-215.1591145321455,-211.0572270421861
1483,MDA,Water,"(1, 1, 2)",-156.32216973117,-150.99335169046918
1484,MDG,Capacity,"(2, 0, 1)",-210.59371296176062,-203.75723381182826
1485,MDG,Economic,"(3, 0, 0)",-143.45598943196933,-136.61951028203697
1486,MDG,Ecosystems,"(0, 0, 2)",-247.89966409891136,-242.43048077896546
1487,MDG,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1488,MDG,Food,"(2, 0, 0)",-189.7553891359552,-184.2862058160093
1489,MDG,Governance,"(0, 1, 0)",-120.67003149925134,-119.33782698907613
1490,MDG,Habitat,"(2, 0, 0)",-254.4752022604846,-249.0060189405387
1491,MDG,Health,"(1, 0, 3)",-122.96585944810198,-114.76208446818313
1492,MDG,Infrastructure,"(2, 0, 0)",-174.82183578854648,-169.35265246860058
1493,MDG,Readiness,"(1, 0, 0)",-171.63196523060492,-167.5300777406455
1494,MDG,Sensitivity,"(1, 0, 3)",-159.67880294772428,-151.47502796780543
1495,MDG,Social,"(1, 0, 1)",-229.39244463930493,-223.92326131935903
1496,MDG,Vulnerability,"(2, 0, 2)",-222.55846067311595,-214.3546856931971
1497,MDG,Water,"(2, 0, 0)",-374.94353116058767,-369.47434784064177
1498,MDV,Capacity,"(0, 1, 0)",-169.39727369987443,-168.06506918969922
1499,MDV,Economic,"(2, 0, 1)",-136.22035434208533,-129.38387519215297
1500,MDV,Ecosystems,"(1, 0, 3)",-299.38681129597,-291.1830363160512
1501,MDV,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1502,MDV,Food,"(0, 1, 2)",-142.75447409071842,-138.7578605601928
1503,MDV,Governance,"(1, 0, 3)",-107.61889882499416,-99.41512384507531
1504,MDV,Habitat,"(2, 0, 2)",-276.4100576315579,-268.20628265163907
1505,MDV,Health,"(1, 0, 3)",-149.492602034785,-141.28882705486615
1506,MDV,Infrastructure,"(0, 1, 0)",-232.0883445287065,-230.75614001853128
1507,MDV,Readiness,"(1, 0, 0)",-153.01234230917962,-148.9104548192202
1508,MDV,Sensitivity,"(2, 0, 0)",-173.090050359204,-167.62086703925812
1509,MDV,Social,"(3, 1, 0)",-145.59351966839392,-140.2647016276931
1510,MDV,Vulnerability,"(1, 0, 2)",-205.25725134419147,-198.42077219425911
1511,MDV,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
1512,MEX,Capacity,"(3, 0, 2)",-248.50720086504333,-238.93613005513802
1513,MEX,Economic,"(2, 0, 1)",-55.10464675335746,-48.268167603425084
1514,MEX,Ecosystems,"(2, 0, 1)",-295.8201782761495,-288.9836991262171
1515,MEX,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1516,MEX,Food,"(1, 0, 0)",-244.72326692727444,-240.62137943731503
1517,MEX,Governance,"(0, 1, 1)",-139.53060655297043,-136.86619753262002
1518,MEX,Habitat,"(3, 0, 0)",-254.26439201742915,-247.4279128674968
1519,MEX,Health,"(3, 0, 0)",-256.1576698484847,-249.32119069855236
1520,MEX,Infrastructure,"(1, 0, 2)",-211.27077497060486,-204.4342958206725
1521,MEX,Readiness,"(2, 0, 1)",-110.74594808746491,-103.90946893753254
1522,MEX,Sensitivity,"(2, 0, 0)",-268.6595260413317,-263.1903427213858
1523,MEX,Social,"(3, 0, 1)",-197.37605241016672,-189.17227743024787
1524,MEX,Vulnerability,"(2, 0, 2)",-294.90158307945313,-286.6978080995343
1525,MEX,Water,"(1, 0, 0)",-255.01764501237358,-250.91575752241417
1526,MHL,Capacity,"(2, 0, 1)",-278.16193572632363,-271.3254565763913
1527,MHL,Economic,"(1, 0, 0)",-149.88470628943708,-145.78281879947767
1528,MHL,Ecosystems,"(2, 0, 1)",-300.7298790443337,-293.89339989440134
1529,MHL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1530,MHL,Food,"(2, 0, 0)",-433.3750920346957,-427.9059087147498
1531,MHL,Governance,"(2, 1, 2)",-94.31500557345207,-87.65398302257606
1532,MHL,Habitat,"(2, 0, 1)",-320.436765404793,-313.60028625486063
1533,MHL,Health,"(1, 0, 1)",-255.07793476491088,-249.60875144496498
1534,MHL,Infrastructure,"(1, 0, 0)",-104.99083424177184,-100.88894675181241
1535,MHL,Readiness,"(0, 1, 0)",-157.769276265902,-156.43707175572678
1536,MHL,Sensitivity,"(1, 0, 2)",-302.21938809839304,-295.3829089484607
1537,MHL,Social,"(1, 1, 0)",-244.90399875058935,-242.23958973023895
1538,MHL,Vulnerability,"(1, 0, 0)",-186.38751066530492,-182.2856231753455
1539,MHL,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
1540,MKD,Capacity,"(1, 0, 0)",-232.28131748756752,-228.1794299976081
1541,MKD,Economic,"(1, 1, 0)",-152.89920743621911,-150.2347984158687
1542,MKD,Ecosystems,"(2, 0, 2)",-255.42752037858918,-247.22374539867033
1543,MKD,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1544,MKD,Food,"(1, 0, 0)",-213.80729369818715,-209.70540620822774
1545,MKD,Governance,"(2, 0, 1)",-142.06647306516675,-135.2299939152344
1546,MKD,Habitat,"(1, 0, 0)",-240.22724559392967,-236.12535810397026
1547,MKD,Health,"(1, 0, 2)",-212.6643069915468,-205.82782784161444
1548,MKD,Infrastructure,"(2, 0, 2)",-187.5721825575772,-179.36840757765836
1549,MKD,Readiness,"(2, 0, 1)",-179.3573691942322,-172.52089004429985
1550,MKD,Sensitivity,"(1, 0, 3)",-203.7502389319664,-195.54646395204756
1551,MKD,Social,"(2, 0, 0)",-155.94408922454562,-150.47490590459972
1552,MKD,Vulnerability,"(1, 0, 0)",-253.82541588794356,-249.72352839798415
1553,MKD,Water,"(1, 0, 1)",-205.38146894933632,-199.91228562939042
1554,MLI,Capacity,"(0, 1, 2)",-182.7857365256384,-178.7891229951128
1555,MLI,Economic,"(1, 0, 0)",-130.1970335034324,-126.09514601347298
1556,MLI,Ecosystems,"(2, 0, 0)",-231.15910077992538,-225.68991745997948
1557,MLI,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1558,MLI,Food,"(0, 1, 0)",-149.08900676811217,-147.75680225793695
1559,MLI,Governance,"(2, 0, 1)",-152.35512242466044,-145.51864327472808
1560,MLI,Habitat,"(2, 0, 0)",-296.1141256139184,-290.6449422939725
1561,MLI,Health,"(2, 0, 1)",-133.80051580803288,-126.96403665810051
1562,MLI,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
1563,MLI,Readiness,"(0, 0, 3)",-189.5611570061334,-182.72467785620105
1564,MLI,Sensitivity,"(2, 0, 1)",-168.3389637271131,-161.50248457718075
1565,MLI,Social,"(2, 0, 0)",-236.03750924978527,-230.56832592983938
1566,MLI,Vulnerability,"(1, 0, 0)",-210.82642338630234,-206.72453589634293
1567,MLI,Water,"(1, 1, 0)",-367.9544888855701,-365.29007986521964
1568,MLT,Capacity,"(1, 0, 0)",-189.09088963205028,-184.98900214209087
1569,MLT,Economic,"(1, 0, 0)",-63.19935369874965,-59.09746620879022
1570,MLT,Ecosystems,"(3, 0, 0)",-255.16308248471893,-248.32660333478657
1571,MLT,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1572,MLT,Food,"(1, 0, 0)",-164.2881191535607,-160.1862316636013
1573,MLT,Governance,"(0, 1, 0)",-115.64474367515334,-114.31253916497813
1574,MLT,Habitat,"(2, 0, 0)",-248.12229788212875,-242.65311456218285
1575,MLT,Health,"(1, 0, 0)",-247.16083930604196,-243.05895181608255
1576,MLT,Infrastructure,"(2, 0, 0)",-481.337354099192,-475.8681707792461
1577,MLT,Readiness,"(1, 0, 0)",-119.36416306306162,-115.2622755731022
1578,MLT,Sensitivity,"(2, 0, 3)",-227.52066318007033,-217.94959237016502
1579,MLT,Social,"(1, 1, 2)",-125.0882018261778,-119.75938378547698
1580,MLT,Vulnerability,"(3, 0, 0)",-256.4897093084735,-249.65323015854113
1581,MLT,Water,"(1, 0, 0)",-191.87897780044094,-187.77709031048153
1582,MMR,Capacity,"(0, 1, 2)",-180.86514017444134,-176.86852664391571
1583,MMR,Economic,"(1, 0, 0)",-37.94566983203915,-33.84378234207973
1584,MMR,Ecosystems,"(0, 0, 0)",-306.94977935689843,-304.2151876969255
1585,MMR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1586,MMR,Food,"(1, 0, 0)",-205.47876254736852,-201.3768750574091
1587,MMR,Governance,"(2, 0, 1)",-111.3384984736717,-104.50201932373933
1588,MMR,Habitat,"(2, 0, 0)",-224.25063261996388,-218.78144930001798
1589,MMR,Health,"(0, 1, 0)",-164.80952496374115,-163.47732045356594
1590,MMR,Infrastructure,"(1, 0, 2)",-142.24744677541653,-135.41096762548418
1591,MMR,Readiness,"(1, 0, 0)",-104.70936460280612,-100.6074771128467
1592,MMR,Sensitivity,"(1, 0, 3)",-194.61729309066604,-186.4135181107472
1593,MMR,Social,"(2, 0, 1)",-195.49760355995514,-188.66112441002278
1594,MMR,Vulnerability,"(1, 0, 2)",-225.79857859208965,-218.9620994421573
1595,MMR,Water,"(3, 0, 0)",-253.8338279691959,-246.99734881926355
1596,MNE,Capacity,"(1, 0, 1)",-196.447574671153,-190.9783913512071
1597,MNE,Economic,"(1, 0, 0)",-74.17576245774738,-70.07387496778796
1598,MNE,Ecosystems,"(0, 0, 3)",-280.75955540475474,-273.9230762548224
1599,MNE,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1600,MNE,Food,"(1, 0, 0)",-177.62636216090743,-173.52447467094802
1601,MNE,Governance,"(2, 0, 3)",-119.58060741382207,-110.00953660391674
1602,MNE,Habitat,"(0, 0, 2)",-231.9687435461874,-226.4995602262415
1603,MNE,Health,"(2, 0, 0)",-263.004208327764,-257.5350250078181
1604,MNE,Infrastructure,"(1, 0, 0)",-172.02712681157143,-167.92523932161203
1605,MNE,Readiness,"(1, 0, 0)",-127.09601390265286,-122.99412641269343
1606,MNE,Sensitivity,"(0, 0, 0)",-217.84600384078163,-215.11141218080868
1607,MNE,Social,"(2, 0, 2)",-147.52703664449075,-139.3232616645719
1608,MNE,Vulnerability,"(1, 0, 0)",-236.21913773216,-232.11725024220058
1609,MNE,Water,"(2, 0, 2)",-346.30072724596704,-338.0969522660482
1610,MNG,Capacity,"(0, 1, 2)",-158.1383696790003,-154.14175614847468
1611,MNG,Economic,"(1, 0, 0)",-128.8658479113817,-124.76396042142228
1612,MNG,Ecosystems,"(2, 0, 0)",-222.9031065982014,-217.4339232782555
1613,MNG,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1614,MNG,Food,"(1, 0, 0)",-182.090704108752,-177.98881661879258
1615,MNG,Governance,"(0, 1, 0)",-123.68882970923055,-122.35662519905534
1616,MNG,Habitat,"(2, 0, 1)",-263.80686365806463,-256.97038450813227
1617,MNG,Health,"(1, 0, 0)",-148.57674351391316,-144.47485602395375
1618,MNG,Infrastructure,"(0, 1, 0)",-110.5050840882797,-109.1728795781045
1619,MNG,Readiness,"(2, 0, 1)",-174.1601279047791,-167.32364875484674
1620,MNG,Sensitivity,"(1, 0, 0)",-167.58293498884075,-163.48104749888134
1621,MNG,Social,"(0, 1, 0)",-161.43354439716506,-160.10133988698985
1622,MNG,Vulnerability,"(3, 0, 0)",-194.5951817153975,-187.75870256546514
1623,MNG,Water,"(2, 0, 0)",-353.27984642888117,-347.8106631089353
1624,MOZ,Capacity,"(3, 0, 0)",-252.47732588294951,-245.64084673301716
1625,MOZ,Economic,"(1, 0, 0)",-150.13202261452653,-146.03013512456712
1626,MOZ,Ecosystems,"(2, 0, 0)",-235.04133405811868,-229.57215073817278
1627,MOZ,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1628,MOZ,Food,"(1, 0, 3)",-186.15785984953948,-177.95408486962063
1629,MOZ,Governance,"(1, 0, 0)",-153.78059274062082,-149.6787052506614
1630,MOZ,Habitat,"(1, 0, 2)",-344.25136227695475,-337.4148831270224
1631,MOZ,Health,"(2, 0, 1)",-138.19829277437836,-131.361813624446
1632,MOZ,Infrastructure,"(1, 1, 2)",-228.3917354382058,-223.062917397505
1633,MOZ,Readiness,"(1, 0, 0)",-204.85653950777868,-200.75465201781927
1634,MOZ,Sensitivity,"(1, 0, 0)",-188.24843036783568,-184.14654287787627
1635,MOZ,Social,"(2, 0, 1)",-272.4407629991181,-265.6042838491857
1636,MOZ,Vulnerability,"(1, 0, 0)",-242.22560722922572,-238.1237197392663
1637,MOZ,Water,"(2, 0, 1)",-312.43484733180077,-305.5983681818684
1638,MRT,Capacity,"(1, 0, 0)",-178.89813715636933,-174.79624966640992
1639,MRT,Economic,"(1, 0, 0)",-123.16922374407005,-119.06733625411063
1640,MRT,Ecosystems,"(2, 0, 0)",-285.32836823584125,-279.85918491589536
1641,MRT,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1642,MRT,Food,"(1, 0, 0)",-158.83049497807247,-154.72860748811306
1643,MRT,Governance,"(2, 0, 2)",-123.79827029117823,-115.59449531125938
1644,MRT,Habitat,"(1, 0, 1)",-212.09854808738265,-206.62936476743675
1645,MRT,Health,"(0, 0, 2)",-144.75540047261475,-139.28621715266885
1646,MRT,Infrastructure,"(1, 0, 0)",-107.16962379537867,-103.06773630541925
1647,MRT,Readiness,"(1, 0, 2)",-162.70362883128254,-155.86714968135018
1648,MRT,Sensitivity,"(0, 0, 3)",-166.86364562959812,-160.02716647966577
1649,MRT,Social,"(2, 0, 1)",-276.24090593509936,-269.404426785167
1650,MRT,Vulnerability,"(1, 0, 2)",-205.31484071201155,-198.4783615620792
1651,MRT,Water,"(3, 0, 0)",-497.87268102721606,-491.0362018772837
1652,MUS,Capacity,"(1, 0, 0)",-147.35769683593475,-143.25580934597534
